Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,35-44,101,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,45-54,248,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,55-64,628,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,65-74,1024,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,75-84,1345,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,85+,1174,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,LA,Coronavirus Disease 2019,COVID-19,U071,All ages,4568,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,12,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,57,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,239,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,468,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,767,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1139,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,2693,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,10,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,52,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,112,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,200,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,219,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,597,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,30,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,101,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,178,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,196,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,191,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,708,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,35-44,22,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,45-54,70,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,55-64,223,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,65-74,510,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,75-84,868,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,85+,1221,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory failure,J96,All ages,2921,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,55-64,21,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,65-74,35,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,75-84,81,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,85+,110,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,All ages,255,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,22,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,43,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,105,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,161,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,345,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,11,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,51,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,105,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,198,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,384,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,750,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,26,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,83,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,159,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,288,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,564,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,35-44,10,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,45-54,27,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,55-64,87,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,65-74,175,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,75-84,238,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,85+,351,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrest,I46,All ages,890,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,22,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,63,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,97,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,257,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,450,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,55-64,24,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,65-74,79,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,75-84,180,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,85+,354,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Heart failure,I50,All ages,645,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,36,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,71,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,86,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,128,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,330,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,36,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,73,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,95,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,152,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,372,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,45-54,21,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,55-64,75,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,65-74,120,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,75-84,185,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,85+,162,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Sepsis,Sepsis,A40-A41,All ages,567,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,11,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,32,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,82,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,107,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,110,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,343,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,45-54,20,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,55-64,58,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,65-74,136,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,75-84,186,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,85+,260,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Diabetes,Diabetes,E10-E14,All ages,664,
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,55-64,25,
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,65-74,27,
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,75-84,13,
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Obesity,Obesity,E65-E68,All ages,90,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,35-44,0,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,45-54,0,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,65-74,20,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,75-84,80,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,85+,185,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Alzheimer disease,Alzheimer disease,G30,All ages,291,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,22,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,120,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,406,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1113,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,1664,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,45-54,21,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,55-64,69,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,65-74,155,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,75-84,215,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,85+,273,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Renal failure,Renal failure,N17-N19,All ages,740,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,10,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,11,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,53,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,50,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,62,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,128,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,316,
